category,zip code
Other Miscellaneous,94123
Other Miscellaneous,94158
Larceny Theft,94104
Larceny Theft,94118
Non-Criminal,94117
Assault,94133
Missing Person,94109
Non-Criminal,94115
Larceny Theft,94134
Larceny Theft,94122
Malicious Mischief,94121
Non-Criminal,94134
Other Miscellaneous,94101
Warrant,94104
Larceny Theft,94102
Robbery,94143
Larceny Theft,94109
Malicious Mischief,94108
Burglary,94112
Drug Offense,94112
Lost Property,Not in San Francisco
Larceny Theft,94102
Other Miscellaneous,94134
Traffic Violation Arrest,94101
Assault,94188
Larceny Theft,94188
Missing Person,94188
Larceny Theft,94108
Other Miscellaneous,94101
Other Miscellaneous,94108
Drug Offense,94115
Assault,94114
Motor Vehicle Theft,94143
Larceny Theft,94133
Burglary,94108
Larceny Theft,94109
Burglary,94122
Warrant,94102
Traffic Violation Arrest,94104
Lost Property,94158
Assault,94109
Larceny Theft,94115
Traffic Violation Arrest,94109
Burglary,94127
Motor Vehicle Theft,Not in San Francisco
Warrant,94118
Non-Criminal,94102
Warrant,94117
Malicious Mischief,94117
Warrant,94141
Other,94115
Other Miscellaneous,94110
Recovered Vehicle,94115
Traffic Violation Arrest,94108
Larceny Theft,Not in San Francisco
Motor Vehicle Theft,94108
Larceny Theft,Not in San Francisco
Forgery And Counterfeiting,94116
Malicious Mischief,94124
Larceny Theft,Not in San Francisco
Malicious Mischief,94122
Other,94114
Other Miscellaneous,94131
Other Miscellaneous,94104
Forgery And Counterfeiting,94108
Malicious Mischief,94134
Other Miscellaneous,94104
Malicious Mischief,94132
Larceny Theft,94133
Fraud,94110
Recovered Vehicle,Not in San Francisco
Larceny Theft,94102
Larceny Theft,94102
Malicious Mischief,94134
Larceny Theft,94108
Assault,94101
Motor Vehicle Theft,94108
Larceny Theft,94133
Assault,94109
Fraud,94111
Larceny Theft,94105
Larceny Theft,94112
Miscellaneous Investigation,94141
Drug Offense,94102
Larceny Theft,94134
Larceny Theft,94109
Non-Criminal,94102
Robbery,94104
Burglary,94127
Lost Property,94108
Suspicious Occ,94141
Larceny Theft,94102
Larceny Theft,94134
Burglary,94104
Assault,94108
Lost Property,94108
Larceny Theft,94102
Warrant,94102
Non-Criminal,94102
Other Miscellaneous,94134
Robbery,94108
Other Miscellaneous,94141
Larceny Theft,94121
Larceny Theft,94133
Other Miscellaneous,94118
Larceny Theft,94109
Other Miscellaneous,94112
Traffic Violation Arrest,94117
Warrant,94101
Larceny Theft,94115
Missing Person,94123
Other Miscellaneous,94114
Assault,94109
Burglary,94123
Larceny Theft,94134
Larceny Theft,94141
Assault,94123
Missing Person,94134
Malicious Mischief,94101
Stolen Property,94123
Suspicious Occ,94141
Burglary,94131
Other Miscellaneous,94134
Burglary,94102
Larceny Theft,94108
Larceny Theft,94123
Non-Criminal,94134
Traffic Violation Arrest,94104
Non-Criminal,94104
Larceny Theft,94115
Larceny Theft,94102
Malicious Mischief,94188
Malicious Mischief,94123
Disorderly Conduct,94158
Non-Criminal,94123
Other Miscellaneous,94141
Motor Vehicle Theft,94121
Fraud,94115
Recovered Vehicle,94114
Larceny Theft,94133
Larceny Theft,94132
Burglary,94101
Larceny Theft,94102
Larceny Theft,94102
Malicious Mischief,94107
Drug Offense,94112
Non-Criminal,94102
Larceny Theft,94133
Assault,94101
Assault,94109
Non-Criminal,94101
Other Miscellaneous,94121
Other Miscellaneous,94101
Assault,94108
Assault,94108
Suspicious Occ,94133
Case Closure,94112
Assault,94102
Larceny Theft,94101
Miscellaneous Investigation,94124
Assault,94108
Larceny Theft,94102
Larceny Theft,94115
Burglary,94112
Miscellaneous Investigation,94141
Recovered Vehicle,94110
Other Miscellaneous,94101
Traffic Violation Arrest,94118
Motor Vehicle Theft,94104
Larceny Theft,94101
Non-Criminal,94102
Burglary,94104
Non-Criminal,94188
Other Miscellaneous,94143
Larceny Theft,94117
Other Miscellaneous,94110
Lost Property,94102
Larceny Theft,94108
Larceny Theft,94133
Motor Vehicle Theft,94101
Non-Criminal,94143
Larceny Theft,94110
Non-Criminal,94101
Larceny Theft,94109
Miscellaneous Investigation,94112
Traffic Violation Arrest,94111
Larceny Theft,94107
Recovered Vehicle,94122
Recovered Vehicle,94118
Other Miscellaneous,94108
Drug Offense,94115
Larceny Theft,94133
Traffic Violation Arrest,94141
Larceny Theft,94133
Motor Vehicle Theft,94123
Warrant,94102
Other Miscellaneous,94133
Motor Vehicle Theft,94127
Motor Vehicle Theft,94118
Other Miscellaneous,94102
Non-Criminal,94102
Other Miscellaneous,94124
Suspicious Occ,94133
Other Miscellaneous,94101
Robbery,94124
Disorderly Conduct,94124
Non-Criminal,94108
Burglary,94115
Other Miscellaneous,94101
Warrant,94101
Warrant,94104
Drug Offense,94102
Non-Criminal,94158
Larceny Theft,94123
Missing Person,94115
Larceny Theft,94102
Larceny Theft,94110
Other Miscellaneous,94108
Larceny Theft,94109
Drug Offense,94102
Larceny Theft,94109
Drug Offense,94102
Assault,94112
Non-Criminal,94114
Other Miscellaneous,94112
Larceny Theft,94101
Warrant,94108
Robbery,94102
Larceny Theft,94115
Other Miscellaneous,94133
Motor Vehicle Theft,94114
Larceny Theft,94104
Larceny Theft,94132
Larceny Theft,94158
Larceny Theft,94133
Larceny Theft,94141
Lost Property,94108
Burglary,94132
Burglary,94133
Burglary,94109
Robbery,94111
Larceny Theft,94133
Assault,94141
Malicious Mischief,94115
Non-Criminal,94114
Motor Vehicle Theft,Not in San Francisco
Fraud,94102
Motor Vehicle Theft,94101
Larceny Theft,94104
Other Miscellaneous,94188
Larceny Theft,94134
Non-Criminal,94108
Larceny Theft,94101
Larceny Theft,94115
Suspicious Occ,94188
Suspicious Occ,94102
Suspicious Occ,94124
Non-Criminal,94133
Warrant,94101
Larceny Theft,94158
Malicious Mischief,94102
Larceny Theft,94133
Forgery And Counterfeiting,94141
Missing Person,94115
Motor Vehicle Theft,94114
Disorderly Conduct,94141
Motor Vehicle Theft,94108
Larceny Theft,94133
Larceny Theft,94104
Motor Vehicle Theft,94188
Malicious Mischief,94110
Other Miscellaneous,94117
Case Closure,94132
Assault,94112
Motor Vehicle Theft,94108
Lost Property,94104
Larceny Theft,94109
Assault,94121
Other Miscellaneous,94111
Traffic Violation Arrest,94104
Burglary,94115
Missing Person,94143
Traffic Violation Arrest,94122
Non-Criminal,Not in San Francisco
Motor Vehicle Theft,94116
Fraud,94104
Larceny Theft,94123
Weapons Carrying Etc,94124
Warrant,94112
Larceny Theft,94108
Other Miscellaneous,94108
Larceny Theft,94105
Recovered Vehicle,94110
Miscellaneous Investigation,94107
Burglary,94111
Larceny Theft,94108
Stolen Property,Not in San Francisco
Assault,94108
Other Miscellaneous,94112
Non-Criminal,94115
Larceny Theft,94102
Recovered Vehicle,94110
Warrant,94101
Other Miscellaneous,94141
Larceny Theft,94131
Larceny Theft,94127
Larceny Theft,94112
Disorderly Conduct,94122
Prostitution,94141
Fire Report,94133
Malicious Mischief,94105
Forgery And Counterfeiting,94134
Lost Property,94104
Non-Criminal,94123
Larceny Theft,94115
Other Miscellaneous,94124
Larceny Theft,94133
Other Miscellaneous,94102
Larceny Theft,94141
Larceny Theft,94133
Drug Offense,94102
Larceny Theft,94118
Missing Person,94108
Malicious Mischief,94158
Forgery And Counterfeiting,94108
Robbery,94101
Larceny Theft,94108
Offences Against The Family And Children,94112
Larceny Theft,94133
Traffic Violation Arrest,94102
Drug Offense,94101
Larceny Theft,94117
Civil Sidewalks,94117
Non-Criminal,94115
Motor Vehicle Theft,94108
Larceny Theft,94123
Larceny Theft,94115
Courtesy Report,94132
Warrant,94158
Case Closure,94108
Assault,94102
Warrant,94101
Other,94102
Larceny Theft,94141
