category,zip code
Recovered Vehicle,Not in San Francisco
Motor Vehicle Theft,94117
Larceny Theft,94102
Other Miscellaneous,94141
Recovered Vehicle,94102
Larceny Theft,94108
Motor Vehicle Theft,94101
Weapons Offense,94141
Forgery And Counterfeiting,94134
Non-Criminal,94102
Larceny Theft,94118
Larceny Theft,Not in San Francisco
Offences Against The Family And Children,94114
Burglary,94133
Other Miscellaneous,94101
Larceny Theft,94109
Warrant,94108
Warrant,94101
Burglary,94112
Missing Person,94112
Fraud,94114
Non-Criminal,94108
Motor Vehicle Theft,94104
Larceny Theft,94104
Fraud,94131
Non-Criminal,94109
Non-Criminal,94102
Larceny Theft,94129
Larceny Theft,94104
Larceny Theft,94104
Larceny Theft,94114
Larceny Theft,94110
Burglary,94129
Burglary,94131
Burglary,94188
Weapons Carrying Etc,94101
Malicious Mischief,94141
nan,94109
Larceny Theft,94115
Non-Criminal,94105
Larceny Theft,94133
Other Miscellaneous,94101
Non-Criminal,94134
Offences Against The Family And Children,94122
Warrant,94108
Larceny Theft,94115
Burglary,94108
Other Miscellaneous,94114
Larceny Theft,94121
Larceny Theft,94188
Assault,94102
Larceny Theft,94123
Robbery,94102
Larceny Theft,94108
Non-Criminal,94102
Fraud,94133
Assault,94141
Other Miscellaneous,94134
Malicious Mischief,94104
Other Miscellaneous,94110
Missing Person,94123
Motor Vehicle Theft,94102
Other Offenses,94112
Larceny Theft,94108
Burglary,94130
Burglary,94123
Robbery,94141
Assault,94104
Larceny Theft,94132
Larceny Theft,94115
Burglary,94102
Suspicious Occ,94133
Burglary,94134
Burglary,94114
Larceny Theft,94123
Fraud,94112
Drug Offense,94102
Larceny Theft,94141
Non-Criminal,94114
Assault,94133
Lost Property,94143
Burglary,94101
Larceny Theft,Not in San Francisco
Other Miscellaneous,94102
Larceny Theft,94132
Larceny Theft,94133
Malicious Mischief,94114
Other Miscellaneous,94123
Non-Criminal,Not in San Francisco
Non-Criminal,94116
Burglary,94123
Drug Offense,94102
Robbery,94127
Suspicious Occ,94102
Larceny Theft,94114
Fraud,94104
Larceny Theft,94141
Fraud,94122
Offences Against The Family And Children,94133
Larceny Theft,94114
Non-Criminal,94143
Missing Person,94112
Larceny Theft,94141
Embezzlement,94141
Burglary,94101
Motor Vehicle Theft,94188
Non-Criminal,94101
Weapons Offense,94133
Warrant,94122
Disorderly Conduct,94101
Burglary,94108
Other Miscellaneous,94134
Warrant,94133
Offences Against The Family And Children,94112
Other Miscellaneous,94101
Larceny Theft,94133
Vehicle Impounded,94101
Assault,94131
Traffic Collision,94143
Warrant,94102
Burglary,94141
Missing Person,94117
Fraud,94141
Fraud,94101
Larceny Theft,94123
Malicious Mischief,Not in San Francisco
Robbery,94188
Larceny Theft,94115
Other Miscellaneous,94107
Larceny Theft,94111
Non-Criminal,94108
Recovered Vehicle,94133
Drug Offense,94102
Larceny Theft,94129
Forgery And Counterfeiting,94124
Drug Offense,94102
Motor Vehicle Theft,94118
Traffic Violation Arrest,94141
Larceny Theft,94121
Non-Criminal,94123
Recovered Vehicle,94134
Warrant,94102
Non-Criminal,94108
Missing Person,94108
Miscellaneous Investigation,94111
Non-Criminal,94104
Non-Criminal,94141
Larceny Theft,94111
Burglary,94115
Motor Vehicle Theft,94133
Larceny Theft,94108
Larceny Theft,94107
Larceny Theft,94133
Suspicious Occ,94101
Robbery,94101
Other Miscellaneous,94110
Other,94158
Missing Person,94188
Larceny Theft,94117
Larceny Theft,94114
Other Miscellaneous,94102
Larceny Theft,94118
Malicious Mischief,Not in San Francisco
Other Miscellaneous,94101
Malicious Mischief,94115
Motor Vehicle Theft,94115
Lost Property,94131
Miscellaneous Investigation,94141
Assault,94102
Lost Property,94114
Disorderly Conduct,94101
Burglary,94122
Non-Criminal,94134
Larceny Theft,94112
Other Miscellaneous,94133
Larceny Theft,94110
Larceny Theft,94123
Larceny Theft,94133
Recovered Vehicle,94108
Larceny Theft,94112
Larceny Theft,94107
Larceny Theft,94133
Larceny Theft,94111
Larceny Theft,94141
Miscellaneous Investigation,Not in San Francisco
Non-Criminal,94114
Motor Vehicle Theft,94124
Burglary,94101
Lost Property,94133
Larceny Theft,94121
Non-Criminal,94158
Malicious Mischief,94133
Recovered Vehicle,94110
Larceny Theft,94133
Stolen Property,94121
Non-Criminal,94101
Malicious Mischief,Not in San Francisco
Burglary,94112
Larceny Theft,94133
Lost Property,94104
Burglary,94102
Non-Criminal,94102
Other,94102
Offences Against The Family And Children,94115
Miscellaneous Investigation,94115
Larceny Theft,94122
Rape,94141
Other Miscellaneous,Not in San Francisco
Larceny Theft,94101
Larceny Theft,94110
Other Miscellaneous,94102
Offences Against The Family And Children,94104
Larceny Theft,94101
Larceny Theft,94143
Lost Property,94109
Weapons Carrying Etc,94123
Drug Offense,94108
Weapons Offense,94109
Other Miscellaneous,94112
Motor Vehicle Theft,94124
Fraud,94127
Non-Criminal,94133
Missing Person,94102
Other Miscellaneous,94118
Weapons Carrying Etc,94102
Fraud,94102
Other Miscellaneous,94131
Non-Criminal,94133
Burglary,94141
Larceny Theft,94132
Larceny Theft,94101
Non-Criminal,94121
Other Miscellaneous,94109
Larceny Theft,94108
Traffic Violation Arrest,94114
Motor Vehicle Theft,94112
Larceny Theft,94104
Recovered Vehicle,94110
Other Miscellaneous,94116
Larceny Theft,94133
Recovered Vehicle,94102
Larceny Theft,94123
Assault,94112
Other Miscellaneous,94108
Offences Against The Family And Children,94102
Motor Vehicle Theft,94116
Malicious Mischief,94121
Assault,94112
Motor Vehicle Theft,94141
Recovered Vehicle,94131
Assault,94132
Non-Criminal,94141
Motor Vehicle Theft,94109
Assault,94109
Other Miscellaneous,Not in San Francisco
Recovered Vehicle,Not in San Francisco
Larceny Theft,94104
Motor Vehicle Theft,94102
Larceny Theft,94104
Arson,94115
Assault,94124
Other Miscellaneous,94102
Larceny Theft,94104
Larceny Theft,94115
Larceny Theft,94108
Suspicious Occ,94102
Burglary,Not in San Francisco
Motor Vehicle Theft,94108
Non-Criminal,94133
Motor Vehicle Theft,94101
Other Miscellaneous,94141
Non-Criminal,94158
Other Miscellaneous,94105
Malicious Mischief,94143
Robbery,94109
Fraud,94114
Robbery,94116
Larceny Theft,94104
Larceny Theft,94108
Motor Vehicle Theft,94133
Robbery,94101
Lost Property,94115
Weapons Offense,94115
Larceny Theft,94108
Larceny Theft,94109
Offences Against The Family And Children,94188
Larceny Theft,Not in San Francisco
Non-Criminal,94134
Motor Vehicle Theft,94188
Larceny Theft,94102
Larceny Theft,94115
Malicious Mischief,94101
Other Miscellaneous,94134
Disorderly Conduct,94115
Motor Vehicle Theft,94134
Other,94102
Malicious Mischief,94102
Other Miscellaneous,94104
Malicious Mischief,94101
Weapons Offense,94158
Motor Vehicle Theft,94117
Drug Offense,94134
Warrant,94132
Malicious Mischief,94123
Larceny Theft,94111
Suspicious Occ,94107
Recovered Vehicle,94141
Larceny Theft,94112
Larceny Theft,94123
Stolen Property,94111
Offences Against The Family And Children,94102
Recovered Vehicle,94124
Non-Criminal,94118
Burglary,94115
Larceny Theft,94117
Robbery,94110
Larceny Theft,94115
Recovered Vehicle,94141
Warrant,94133
Larceny Theft,94108
Assault,94123
Lost Property,94108
Other Miscellaneous,94112
Other Miscellaneous,94102
Courtesy Report,94133
Other Miscellaneous,94105
Warrant,94130
Burglary,94124
Non-Criminal,94104
Burglary,94107
Non-Criminal,94108
Larceny Theft,Not in San Francisco
Malicious Mischief,94118
Assault,94158
Malicious Mischief,94101
Larceny Theft,94109
Other Miscellaneous,Not in San Francisco
Warrant,94114
Recovered Vehicle,94104
