category,zip code
NON-CRIMINAL,94115
NON-CRIMINAL,94104
OTHER OFFENSES,94131
SUSPICIOUS OCC,94102
LARCENY/THEFT,94111
VANDALISM,94114
VEHICLE THEFT,94110
DRUG/NARCOTIC,94108
OTHER OFFENSES,94129
BURGLARY,94115
MISSING PERSON,94143
NON-CRIMINAL,94141
ASSAULT,94104
OTHER OFFENSES,Not in San Francisco
NON-CRIMINAL,94101
DISORDERLY CONDUCT,94104
ASSAULT,94115
SUSPICIOUS OCC,94109
LARCENY/THEFT,94111
NON-CRIMINAL,94129
ASSAULT,94133
FORGERY/COUNTERFEITING,94108
NON-CRIMINAL,94123
BURGLARY,94127
NON-CRIMINAL,94123
LARCENY/THEFT,94117
OTHER OFFENSES,94123
NON-CRIMINAL,94143
DRUNKENNESS,94108
OTHER OFFENSES,94133
NON-CRIMINAL,94110
RECOVERED VEHICLE,94108
OTHER OFFENSES,94114
ASSAULT,94101
NON-CRIMINAL,94104
MISSING PERSON,94143
DRUG/NARCOTIC,94109
LARCENY/THEFT,94101
SUSPICIOUS OCC,94124
NON-CRIMINAL,Not in San Francisco
ASSAULT,94116
LARCENY/THEFT,94108
NON-CRIMINAL,94104
LARCENY/THEFT,94141
OTHER OFFENSES,94134
ARSON,94122
LARCENY/THEFT,94101
LARCENY/THEFT,94101
WEAPON LAWS,94133
OTHER OFFENSES,94101
NON-CRIMINAL,94116
ASSAULT,94123
LARCENY/THEFT,94123
OTHER OFFENSES,94115
ROBBERY,94132
NON-CRIMINAL,94188
ASSAULT,94114
LARCENY/THEFT,Not in San Francisco
NON-CRIMINAL,94141
SUSPICIOUS OCC,94114
NON-CRIMINAL,94101
NON-CRIMINAL,94114
OTHER OFFENSES,94114
LARCENY/THEFT,94104
SECONDARY CODES,94124
VEHICLE THEFT,94141
NON-CRIMINAL,94104
NON-CRIMINAL,94115
LARCENY/THEFT,94108
RECOVERED VEHICLE,94109
NON-CRIMINAL,94108
NON-CRIMINAL,94118
LARCENY/THEFT,94101
NON-CRIMINAL,94102
OTHER OFFENSES,94121
DRUG/NARCOTIC,94130
ASSAULT,94133
LARCENY/THEFT,94101
NON-CRIMINAL,94102
NON-CRIMINAL,94111
OTHER OFFENSES,94112
ASSAULT,94109
ROBBERY,94104
LARCENY/THEFT,94123
LARCENY/THEFT,94108
"SEX OFFENSES, FORCIBLE",94104
LARCENY/THEFT,94123
NON-CRIMINAL,94102
OTHER OFFENSES,94109
WARRANTS,94114
BURGLARY,94109
VEHICLE THEFT,94104
ASSAULT,94104
NON-CRIMINAL,94143
VANDALISM,Not in San Francisco
NON-CRIMINAL,94133
OTHER OFFENSES,94102
LARCENY/THEFT,94132
LARCENY/THEFT,94110
SUSPICIOUS OCC,94133
MISSING PERSON,94112
ROBBERY,94102
NON-CRIMINAL,94188
ASSAULT,94115
KIDNAPPING,94133
ASSAULT,94116
WARRANTS,94101
DRUG/NARCOTIC,94114
VANDALISM,Not in San Francisco
NON-CRIMINAL,94112
OTHER OFFENSES,94102
ASSAULT,94108
WEAPON LAWS,94133
ROBBERY,94109
LARCENY/THEFT,94111
OTHER OFFENSES,94134
ROBBERY,94102
OTHER OFFENSES,94108
LARCENY/THEFT,94101
LARCENY/THEFT,94102
"SEX OFFENSES, FORCIBLE",94105
OTHER OFFENSES,94108
NON-CRIMINAL,94112
ASSAULT,94104
NON-CRIMINAL,94132
VANDALISM,94111
VEHICLE THEFT,94141
ASSAULT,94132
VEHICLE THEFT,94115
LARCENY/THEFT,94102
VANDALISM,94112
LARCENY/THEFT,94108
LARCENY/THEFT,94108
NON-CRIMINAL,94123
SECONDARY CODES,94114
OTHER OFFENSES,94141
ASSAULT,94134
ROBBERY,94133
FORGERY/COUNTERFEITING,94116
STOLEN PROPERTY,94102
LARCENY/THEFT,94101
LARCENY/THEFT,94141
LARCENY/THEFT,94116
NON-CRIMINAL,94143
LARCENY/THEFT,94116
NON-CRIMINAL,94108
NON-CRIMINAL,Not in San Francisco
LARCENY/THEFT,94102
ASSAULT,94133
LARCENY/THEFT,94141
LARCENY/THEFT,94108
LARCENY/THEFT,94109
VANDALISM,94115
LARCENY/THEFT,94104
NON-CRIMINAL,Not in San Francisco
MISSING PERSON,94101
FRAUD,94109
LARCENY/THEFT,94102
ASSAULT,94143
LARCENY/THEFT,94102
DRUG/NARCOTIC,94114
SUSPICIOUS OCC,94112
ASSAULT,94102
EMBEZZLEMENT,94108
FRAUD,94121
TRESPASS,94104
OTHER OFFENSES,94115
SUSPICIOUS OCC,94108
NON-CRIMINAL,94101
LARCENY/THEFT,94118
ROBBERY,94115
WARRANTS,94141
OTHER OFFENSES,94101
SUSPICIOUS OCC,94131
OTHER OFFENSES,94102
NON-CRIMINAL,94110
LARCENY/THEFT,94141
OTHER OFFENSES,94101
LARCENY/THEFT,94143
KIDNAPPING,94141
FORGERY/COUNTERFEITING,94108
VANDALISM,94133
NON-CRIMINAL,94108
WARRANTS,94101
ROBBERY,94141
NON-CRIMINAL,Not in San Francisco
NON-CRIMINAL,94133
STOLEN PROPERTY,94104
NON-CRIMINAL,94116
ASSAULT,94101
OTHER OFFENSES,94115
SUSPICIOUS OCC,94123
STOLEN PROPERTY,94141
EMBEZZLEMENT,94104
LARCENY/THEFT,Not in San Francisco
LARCENY/THEFT,94102
LARCENY/THEFT,94122
LARCENY/THEFT,94133
LARCENY/THEFT,94104
NON-CRIMINAL,Not in San Francisco
ASSAULT,94108
ASSAULT,94101
NON-CRIMINAL,94158
WARRANTS,94123
LARCENY/THEFT,94133
OTHER OFFENSES,94108
ASSAULT,94104
OTHER OFFENSES,94114
NON-CRIMINAL,94101
NON-CRIMINAL,94109
ASSAULT,94123
LARCENY/THEFT,94101
FORGERY/COUNTERFEITING,94114
FORGERY/COUNTERFEITING,94114
BURGLARY,94116
OTHER OFFENSES,94132
SECONDARY CODES,94188
LARCENY/THEFT,94133
OTHER OFFENSES,94110
NON-CRIMINAL,94108
NON-CRIMINAL,94117
MISSING PERSON,94133
LARCENY/THEFT,94115
VANDALISM,94108
NON-CRIMINAL,94118
VEHICLE THEFT,94123
FORGERY/COUNTERFEITING,94102
ASSAULT,94104
LARCENY/THEFT,94121
NON-CRIMINAL,94112
NON-CRIMINAL,94108
NON-CRIMINAL,94107
LARCENY/THEFT,94115
OTHER OFFENSES,94127
LARCENY/THEFT,94117
VANDALISM,94127
VEHICLE THEFT,94102
LARCENY/THEFT,94108
LARCENY/THEFT,94118
NON-CRIMINAL,94114
EXTORTION,94114
BURGLARY,94117
NON-CRIMINAL,94101
NON-CRIMINAL,94108
NON-CRIMINAL,94158
NON-CRIMINAL,94101
BURGLARY,94102
MISSING PERSON,94112
OTHER OFFENSES,94141
LARCENY/THEFT,94102
NON-CRIMINAL,94104
VANDALISM,94108
LARCENY/THEFT,94132
LARCENY/THEFT,94108
LARCENY/THEFT,94107
NON-CRIMINAL,94101
DRUNKENNESS,94108
NON-CRIMINAL,94108
NON-CRIMINAL,94117
LARCENY/THEFT,94101
NON-CRIMINAL,94130
LARCENY/THEFT,94111
LARCENY/THEFT,94104
DRIVING UNDER THE INFLUENCE,94102
WARRANTS,94108
NON-CRIMINAL,94112
SUSPICIOUS OCC,94101
VANDALISM,94110
NON-CRIMINAL,94114
WARRANTS,94108
LARCENY/THEFT,94109
ASSAULT,94101
NON-CRIMINAL,94102
LARCENY/THEFT,94108
DRUG/NARCOTIC,94133
BURGLARY,94107
ASSAULT,94141
VANDALISM,94121
VEHICLE THEFT,94124
OTHER OFFENSES,94115
VANDALISM,Not in San Francisco
ASSAULT,94104
OTHER OFFENSES,94108
LARCENY/THEFT,94107
LARCENY/THEFT,94108
SECONDARY CODES,Not in San Francisco
VEHICLE THEFT,94133
OTHER OFFENSES,94101
SUSPICIOUS OCC,94102
VANDALISM,94123
OTHER OFFENSES,94131
NON-CRIMINAL,94114
NON-CRIMINAL,94117
OTHER OFFENSES,94123
NON-CRIMINAL,94123
LARCENY/THEFT,94123
ROBBERY,94102
LARCENY/THEFT,94102
MISSING PERSON,94101
NON-CRIMINAL,94108
LARCENY/THEFT,94132
NON-CRIMINAL,94104
LARCENY/THEFT,94116
LARCENY/THEFT,94141
LARCENY/THEFT,94122
ROBBERY,94141
OTHER OFFENSES,94109
OTHER OFFENSES,94102
OTHER OFFENSES,94109
ASSAULT,94114
ROBBERY,94129
LARCENY/THEFT,94108
DISORDERLY CONDUCT,94114
NON-CRIMINAL,94122
LARCENY/THEFT,94117
NON-CRIMINAL,94121
FRAUD,94101
ROBBERY,94133
VANDALISM,94101
NON-CRIMINAL,94124
NON-CRIMINAL,94123
LARCENY/THEFT,94108
SUSPICIOUS OCC,94132
NON-CRIMINAL,94132
OTHER OFFENSES,94102
LARCENY/THEFT,94158
TRESPASS,94114
NON-CRIMINAL,94118
NON-CRIMINAL,94108
FRAUD,94108
NON-CRIMINAL,94101
ASSAULT,94110
SECONDARY CODES,94121
LARCENY/THEFT,94117
VANDALISM,94102
SUSPICIOUS OCC,94102
DRUG/NARCOTIC,94130
OTHER OFFENSES,Not in San Francisco
VEHICLE THEFT,94115
MISSING PERSON,94133
OTHER OFFENSES,94115
NON-CRIMINAL,94112
LARCENY/THEFT,94108
LARCENY/THEFT,94108
NON-CRIMINAL,94124
NON-CRIMINAL,94123
OTHER OFFENSES,94188
LARCENY/THEFT,94102
SECONDARY CODES,94141
OTHER OFFENSES,94102
NON-CRIMINAL,94108
ROBBERY,94104
SECONDARY CODES,94115
RECOVERED VEHICLE,94123
LARCENY/THEFT,94118
NON-CRIMINAL,94102
OTHER OFFENSES,94141
VANDALISM,94118
SUSPICIOUS OCC,94118
VEHICLE THEFT,94115
KIDNAPPING,94104
ASSAULT,94132
WARRANTS,94108
NON-CRIMINAL,94141
LARCENY/THEFT,94101
OTHER OFFENSES,94123
ROBBERY,94141
NON-CRIMINAL,94123
FRAUD,94109
LARCENY/THEFT,94101
NON-CRIMINAL,94116
WEAPON LAWS,94123
SUSPICIOUS OCC,94102
BURGLARY,94104
ASSAULT,94108
FRAUD,94111
