category,zip code
Drug Offense,94112
Offences Against The Family And Children,94158
Lost Property,94104
Fraud,94158
Warrant,94143
Larceny Theft,94115
Suspicious Occ,94141
Disorderly Conduct,94104
Larceny Theft,94108
Other Miscellaneous,94110
Weapons Offense,94105
Malicious Mischief,94109
Stolen Property,94102
Fraud,94123
Larceny Theft,94108
Recovered Vehicle,Not in San Francisco
Traffic Violation Arrest,94101
Larceny Theft,94102
Malicious Mischief,94114
Fraud,94109
Malicious Mischief,94104
Offences Against The Family And Children,94109
Larceny Theft,94108
Motor Vehicle Theft,Not in San Francisco
Larceny Theft,94141
Offences Against The Family And Children,94115
Warrant,94102
Miscellaneous Investigation,94108
Larceny Theft,94111
Burglary,94134
Larceny Theft,94108
Fraud,94115
Malicious Mischief,94114
Larceny Theft,94109
Burglary,94115
Larceny Theft,94123
Malicious Mischief,94108
Assault,94141
Larceny Theft,94131
Larceny Theft,94121
Warrant,94115
Motor Vehicle Theft,94141
Sex Offense,94101
Assault,94102
Larceny Theft,94118
Traffic Violation Arrest,94102
Larceny Theft,94109
Assault,94108
Other Miscellaneous,94115
Lost Property,94123
Drug Offense,94101
Fraud,94115
Larceny Theft,94133
Weapons Offense,Not in San Francisco
Larceny Theft,94107
Assault,94101
Larceny Theft,94118
Other Offenses,94110
Non-Criminal,94114
Larceny Theft,94133
Larceny Theft,94104
Recovered Vehicle,94134
Larceny Theft,94102
Larceny Theft,94134
Recovered Vehicle,94124
Drug Offense,94118
Larceny Theft,94123
Drug Offense,94101
Lost Property,94108
Assault,94124
Lost Property,94108
Motor Vehicle Theft,94114
Malicious Mischief,94123
Civil Sidewalks,94117
Burglary,94109
Traffic Violation Arrest,94101
Burglary,94111
Burglary,94134
Larceny Theft,Not in San Francisco
Larceny Theft,94109
Larceny Theft,94108
Larceny Theft,94102
Burglary,94108
Traffic Violation Arrest,94123
Robbery,94114
Assault,94102
Larceny Theft,Not in San Francisco
Other Miscellaneous,94108
Larceny Theft,94104
Weapons Offense,94141
Missing Person,94105
Larceny Theft,Not in San Francisco
Non-Criminal,94115
Traffic Violation Arrest,94134
Larceny Theft,94121
Recovered Vehicle,94116
Suspicious Occ,94102
Traffic Violation Arrest,94110
Warrant,94112
Larceny Theft,94123
Larceny Theft,94141
Larceny Theft,94115
Larceny Theft,94141
Malicious Mischief,94121
Malicious Mischief,94104
Motor Vehicle Theft,94116
Larceny Theft,94115
Motor Vehicle Theft,94110
Larceny Theft,94133
Stolen Property,94141
Drug Offense,94101
Assault,94102
Suspicious Occ,94124
Malicious Mischief,94112
Courtesy Report,94158
Larceny Theft,94109
Suspicious Occ,94112
Larceny Theft,Not in San Francisco
Warrant,94102
Burglary,94107
Malicious Mischief,94102
Burglary,94123
Larceny Theft,94134
Weapons Offense,94110
Larceny Theft,94108
Larceny Theft,94124
Larceny Theft,94141
Disorderly Conduct,94118
Disorderly Conduct,94114
Malicious Mischief,94108
Larceny Theft,94102
Larceny Theft,94115
Non-Criminal,94109
Warrant,94102
Larceny Theft,94114
Larceny Theft,94134
Larceny Theft,94141
Malicious Mischief,94108
Larceny Theft,94108
Larceny Theft,94133
Larceny Theft,94123
Assault,94129
Malicious Mischief,94123
Malicious Mischief,94124
Larceny Theft,94101
Traffic Violation Arrest,Not in San Francisco
Assault,94188
Fraud,94188
Larceny Theft,94115
Malicious Mischief,Not in San Francisco
Other Miscellaneous,94102
Traffic Violation Arrest,94104
Missing Person,94117
Offences Against The Family And Children,94111
Drug Offense,94109
Robbery,94108
Recovered Vehicle,94112
Motor Vehicle Theft,94131
Assault,94102
Missing Person,94102
Larceny Theft,94110
Assault,94102
Non-Criminal,94123
Larceny Theft,94107
Recovered Vehicle,94118
Larceny Theft,Not in San Francisco
Assault,94143
Malicious Mischief,94134
Non-Criminal,94124
Non-Criminal,94123
Burglary,94115
Larceny Theft,94131
Burglary,94104
Larceny Theft,94102
Assault,94118
Disorderly Conduct,94112
Larceny Theft,94101
Burglary,94109
Larceny Theft,94133
Robbery,94133
Larceny Theft,94111
Malicious Mischief,94131
Non-Criminal,Not in San Francisco
Malicious Mischief,94123
Larceny Theft,94108
Other Miscellaneous,94108
Lost Property,94104
Disorderly Conduct,94124
Non-Criminal,94141
Larceny Theft,94104
Larceny Theft,94102
Missing Person,94118
Non-Criminal,94101
Malicious Mischief,94123
Larceny Theft,94122
Other Miscellaneous,94112
Lost Property,94133
Recovered Vehicle,94124
Other Offenses,94102
Larceny Theft,94141
Burglary,94118
Larceny Theft,94110
Lost Property,94118
Traffic Violation Arrest,94102
Suspicious Occ,94133
Larceny Theft,94108
Non-Criminal,94141
Larceny Theft,94101
Fraud,94104
Motor Vehicle Theft,94133
Larceny Theft,Not in San Francisco
Suspicious Occ,94114
Malicious Mischief,94107
Larceny Theft,94133
Other Miscellaneous,94108
Malicious Mischief,94121
Larceny Theft,94110
Malicious Mischief,94101
Robbery,94141
Robbery,94158
Larceny Theft,94132
Malicious Mischief,94112
Motor Vehicle Theft,94107
Warrant,94124
Larceny Theft,94101
Disorderly Conduct,94102
