category,zip code
Larceny Theft,94123
Warrant,94104
Larceny Theft,94143
Larceny Theft,94121
Larceny Theft,94132
Fraud,94134
Burglary,94116
Disorderly Conduct,94107
Larceny Theft,94108
Miscellaneous Investigation,94115
Malicious Mischief,94123
Other Offenses,94110
Motor Vehicle Theft,94134
Malicious Mischief,94107
Stolen Property,94111
Non-Criminal,94118
Burglary,94118
Motor Vehicle Theft,94134
Robbery,94114
Drug Offense,94102
Other Miscellaneous,94141
Warrant,94108
Suspicious Occ,94102
Malicious Mischief,94188
Larceny Theft,94141
Malicious Mischief,94123
Assault,94114
Larceny Theft,94104
Disorderly Conduct,94117
Drug Offense,94102
Drug Offense,94102
Weapons Offense,94102
Fraud,94112
Larceny Theft,94115
Malicious Mischief,Not in San Francisco
Larceny Theft,94115
Vandalism,94102
Traffic Violation Arrest,94114
Recovered Vehicle,94131
Larceny Theft,94104
Other Miscellaneous,94122
Malicious Mischief,94123
Fraud,94158
Larceny Theft,94141
Recovered Vehicle,94109
Motor Vehicle Theft,94115
Burglary,94108
Larceny Theft,94121
Recovered Vehicle,94141
Recovered Vehicle,94124
Motor Vehicle Theft,94158
Larceny Theft,94134
Larceny Theft,94105
Drug Offense,94102
Non-Criminal,94133
Fraud,94141
Disorderly Conduct,94101
Larceny Theft,94123
Warrant,94108
Fire Report,94118
Disorderly Conduct,Not in San Francisco
Suspicious Occ,94115
Larceny Theft,94134
Suspicious Occ,94133
Non-Criminal,94107
Suspicious Occ,94111
Suspicious Occ,94108
Other Miscellaneous,94114
Embezzlement,94101
Suspicious Occ,94110
Malicious Mischief,94102
Non-Criminal,94117
Larceny Theft,94108
Suspicious Occ,94108
Motor Vehicle Theft,94104
Larceny Theft,94133
Malicious Mischief,94102
Warrant,94102
Weapons Offense,94188
Larceny Theft,94158
Offences Against The Family And Children,94115
Malicious Mischief,94114
Burglary,94102
Other Miscellaneous,94123
Missing Person,94133
Larceny Theft,94127
Motor Vehicle Theft,94102
Fraud,94130
Assault,94102
Assault,94108
Motor Vehicle Theft,94101
Motor Vehicle Theft,94141
Warrant,94101
Miscellaneous Investigation,94122
