category,zip code
Other Miscellaneous,94102
Fire Report,94130
Malicious Mischief,94188
Assault,94104
Larceny Theft,94115
Assault,94114
Non-Criminal,94101
Lost Property,94114
Other Miscellaneous,94123
Larceny Theft,94121
Disorderly Conduct,94141
Larceny Theft,94134
Burglary,94133
Missing Person,94141
Assault,94101
Burglary,94127
Recovered Vehicle,94108
Other Offenses,94114
Larceny Theft,94133
Non-Criminal,94132
Missing Person,94188
Motor Vehicle Theft,94104
Motor Vehicle Theft,94118
Larceny Theft,94112
Larceny Theft,94115
Non-Criminal,94134
Larceny Theft,94158
Non-Criminal,94115
Fraud,94109
Drug Offense,94122
Larceny Theft,94101
Larceny Theft,94134
Assault,94134
Traffic Collision,94111
Recovered Vehicle,94115
Larceny Theft,94108
Warrant,94102
Non-Criminal,94102
Larceny Theft,94110
Offences Against The Family And Children,94112
Disorderly Conduct,94104
Non-Criminal,94101
nan,94102
Motor Vehicle Theft,94115
Larceny Theft,94112
Malicious Mischief,94108
Non-Criminal,94122
Stolen Property,94111
Larceny Theft,94141
Larceny Theft,94101
Larceny Theft,94129
Larceny Theft,94141
Robbery,94112
Motor Vehicle Theft,94101
Miscellaneous Investigation,94188
Larceny Theft,94104
Larceny Theft,94158
Non-Criminal,94110
Warrant,94109
Larceny Theft,94122
Burglary,Not in San Francisco
Traffic Violation Arrest,94101
Robbery,94141
Warrant,94102
Suspicious Occ,94105
Burglary,94110
Fraud,94158
Warrant,94117
Assault,94108
Recovered Vehicle,94104
Larceny Theft,94104
Suspicious Occ,94104
Larceny Theft,94118
Motor Vehicle Theft,94114
Other Miscellaneous,94101
Larceny Theft,94104
Offences Against The Family And Children,94110
Burglary,94117
Non-Criminal,94124
Burglary,94124
Other,94104
Warrant,94141
Assault,94110
Suspicious Occ,94134
Burglary,94131
Non-Criminal,94127
Recovered Vehicle,94110
Larceny Theft,94143
Recovered Vehicle,94124
Missing Person,94188
Larceny Theft,94132
Malicious Mischief,94124
Assault,94108
Larceny Theft,94102
Arson,Not in San Francisco
Other,94109
Fraud,94123
Malicious Mischief,94108
Larceny Theft,94121
Larceny Theft,94123
Other Miscellaneous,94101
Disorderly Conduct,94123
Larceny Theft,94112
Other Miscellaneous,94123
Larceny Theft,94123
Non-Criminal,94133
Malicious Mischief,94102
Recovered Vehicle,94110
Larceny Theft,94117
Weapons Offense,94110
Other Miscellaneous,94101
Assault,94124
Motor Vehicle Theft,94109
Larceny Theft,94101
Stolen Property,94117
Burglary,94110
Burglary,Not in San Francisco
Drug Offense,94102
Non-Criminal,94133
Suspicious Occ,94158
Larceny Theft,94104
Other Miscellaneous,94109
Non-Criminal,94102
Non-Criminal,94141
Assault,94109
Larceny Theft,94104
Drug Offense,94102
Fraud,94158
Burglary,94108
Other Miscellaneous,94133
Burglary,94132
Other Offenses,94112
Larceny Theft,94122
Larceny Theft,94118
Larceny Theft,94129
Suspicious Occ,94115
Other Miscellaneous,94102
Burglary,94117
Vandalism,94101
Larceny Theft,94108
Malicious Mischief,94102
Non-Criminal,94101
Burglary,94101
Larceny Theft,94118
Courtesy Report,94112
Other Miscellaneous,94102
Traffic Violation Arrest,94141
Larceny Theft,94118
Larceny Theft,94101
Assault,Not in San Francisco
Motor Vehicle Theft,94108
Recovered Vehicle,94134
Weapons Offense,94102
Burglary,94141
Larceny Theft,94115
Suspicious Occ,94108
Malicious Mischief,94102
Drug Offense,94101
Larceny Theft,94127
Burglary,94104
Larceny Theft,94124
Larceny Theft,94122
Non-Criminal,94123
Miscellaneous Investigation,94114
Larceny Theft,94127
Robbery,94134
Missing Person,94102
Malicious Mischief,94123
Fraud,94115
Larceny Theft,94110
Malicious Mischief,94134
Motor Vehicle Theft,94107
Warrant,94109
Motor Vehicle Theft,Not in San Francisco
Recovered Vehicle,94101
Malicious Mischief,94104
Assault,94109
Burglary,94110
Offences Against The Family And Children,94132
Malicious Mischief,94122
Other Miscellaneous,94109
Other Miscellaneous,94101
Missing Person,94158
Assault,94102
Larceny Theft,94124
Assault,94109
Assault,94104
Larceny Theft,94130
Burglary,94109
Larceny Theft,94131
Robbery,94108
Disorderly Conduct,94116
Larceny Theft,94104
Burglary,94102
Recovered Vehicle,94112
Fraud,94131
Case Closure,94115
Larceny Theft,94111
Missing Person,94108
Assault,94105
Lost Property,94112
Missing Person,Not in San Francisco
Fraud,94109
Malicious Mischief,94101
Other Miscellaneous,94117
Fraud,94102
Larceny Theft,94117
Other Miscellaneous,94102
Burglary,94124
Motor Vehicle Theft,94118
Larceny Theft,94109
Larceny Theft,94123
Larceny Theft,94115
Motor Vehicle Theft,94114
Larceny Theft,94108
Other Miscellaneous,94104
Missing Person,94117
Fraud,94105
Burglary,94104
Non-Criminal,94104
Embezzlement,94118
Larceny Theft,94102
Larceny Theft,94115
Robbery,94102
Drug Offense,94102
Robbery,94104
Non-Criminal,94115
Civil Sidewalks,94117
Motor Vehicle Theft,94141
Missing Person,94134
Assault,94102
Malicious Mischief,94108
